title,label,filtered_title,emo_label
2 gunmen killed following deadly Tunisian museum attack that left 21 dead,REAL,2 gunmen killed following deadly Tunisian museum attack left 21 dead,fear
Winners and losers from the 7th Republican presidential debate,REAL,Winners losers 7th Republican presidential debate,sadness
"If you use Facebook to get your news, please — for the love of democracy — read this first",REAL,"use Facebook get news , please — love democracy — read first",neutral
"Iraqi forces, civilians flee as ISIS gains control of Ramadi, US official says",REAL,"Iraqi forces , civilians flee ISIS gains control Ramadi , US official says",fear
"VIDEO : Black Professor, “Black Voters Are Breaking For Trump”",FAKE,"VIDEO : Black Professor , “ Black Voters Breaking Trump ”",neutral
'America is already great': Obama urges US to back Clinton in DNC speech,REAL,'America already great ' : Obama urges US back Clinton DNC speech,neutral
"Clinton, Trump eye Michigan wins as candidates face first big Midwest test",REAL,"Clinton , Trump eye Michigan wins candidates face first big Midwest test",neutral
Queen Elizabeth II owns every dolphin in Britain and doesn't need a driving licence and doesn't pay tax — here are the incredible powers you didn't know the monarchy has,FAKE,Queen Elizabeth II owns every dolphin Britain n't need driving licence n't pay tax — incredible powers n't know monarchy,surprise
EgyptAir Flight 804: Final moments questioned,REAL,EgyptAir Flight 804 : Final moments questioned,fear
How Donald Trump could win,REAL,Donald Trump could win,neutral
The Republicans' Red Scare,REAL,Republicans ' Red Scare,fear
A Message to my Fellow Republicans,REAL,Message Fellow Republicans,neutral
Cameron set to press Obama on tech encryption,REAL,Cameron set press Obama tech encryption,neutral
Man uses Trump victory as excuse to call ex-girlfriend,FAKE,Man uses Trump victory excuse call ex-girlfriend,anger
"Extreme weather to cause extreme food shortages, task force finds",REAL,"Extreme weather cause extreme food shortages , task force finds",sadness
San Bernardino divers reportedly pull object from water in evidence search,REAL,San Bernardino divers reportedly pull object water evidence search,neutral
Death of Saudi King Abdullah brings uncertain new era for US in Middle East,REAL,Death Saudi King Abdullah brings uncertain new era US Middle East,fear
Rembrandt Art Proves Chapter 22 of Genesis (MUST SEE),FAKE,Rembrandt Art Proves Chapter 22 Genesis ( MUST SEE ),neutral
Fact-checker takes Obama to task for gun claims,REAL,Fact-checker takes Obama task gun claims,neutral
3 Year Old Son of Singer Michael Bublé Diagnosed With Cancer,FAKE,3 Year Old Son Singer Michael Bublé Diagnosed Cancer,sadness
Obama's Remarks on 'Most Peaceful' World Ring Hollow in Dangerous Middle East,REAL,Obama 's Remarks 'Most Peaceful ' World Ring Hollow Dangerous Middle East,joy
Re: America Is The Loneliest Country In The World – Is It Because We’ve Abandoned The Traditional Family Structure?,FAKE,: America Loneliest Country World – ’ Abandoned Traditional Family Structure ?,sadness
John Kasich wooing Iowans mostly from New Hampshire,REAL,John Kasich wooing Iowans mostly New Hampshire,neutral
"Syrian War Report – November 9, 2016: Russian Navy Is Ready to Strike Terrorists in Aleppo",FAKE,"Syrian War Report – November 9 , 2016 : Russian Navy Ready Strike Terrorists Aleppo",fear
The #1 Reason Why People Are Voting for Trump,FAKE,# 1 Reason People Voting Trump,anger
Why Trump's talk of a rigged vote is so dangerous,REAL,Trump 's talk rigged vote dangerous,fear
Is Western Civilization Worth Saving?,FAKE,Western Civilization Worth Saving ?,neutral
Secretive GOP Group Targets Trump for Destruction,REAL,Secretive GOP Group Targets Trump Destruction,neutral
The Fantasy of a Better Iran Deal,REAL,Fantasy Better Iran Deal,neutral
Netanyahu’s contempt for President Obama,REAL,Netanyahu ’ contempt President Obama,anger
Meet The Couples Fighting To Make Marriage Equality The Law Of The Land,REAL,Meet Couples Fighting Make Marriage Equality Law Land,neutral
GOP’s demonic new crusade: Right-wing zealots look for even crueler ways to treat the poor like garbage,REAL,GOP ’ demonic new crusade : Right-wing zealots look even crueler ways treat poor like garbage,anger
Candace Cameron Bure Dishes on the Main Conservative Issue Driving Her to the Polls,FAKE,Candace Cameron Bure Dishes Main Conservative Issue Driving Polls,sadness
Ben Carson vs. Ben Carson,REAL,Ben Carson vs. Ben Carson,neutral
"Carson, GOP White House candidates critical of Obama’s Syria plan for 50 Special Ops troops",REAL,"Carson , GOP White House candidates critical Obama ’ Syria plan 50 Special Ops troops",fear
No Account for You,FAKE,Account,neutral
Iran nuclear talks reportedly hit snag over lifting of sanctions as Obama makes appeal to Iran's people,REAL,Iran nuclear talks reportedly hit snag lifting sanctions Obama makes appeal Iran 's people,anger
Mitch McConnell Pledges To Avoid Debt Ceiling Disaster,REAL,Mitch McConnell Pledges Avoid Debt Ceiling Disaster,fear
Hillary Clinton: The Alt-Right Has 'Effectively Taken Over the Republican Party',REAL,Hillary Clinton : Alt-Right 'Effectively Taken Republican Party ',neutral
Nation Mourns 9 Victims In Charleston Church Shooting,REAL,Nation Mourns 9 Victims Charleston Church Shooting,sadness
Steve Pieczenik: U.S. Intelligence Waging Coup Against Corrupt Clintons » REGATED,FAKE,Steve Pieczenik : U.S. Intelligence Waging Coup Corrupt Clintons » REGATED,anger
Comment software has been rolled back to old version,FAKE,Comment software rolled back old version,neutral
Round Up the Unusual Suspects: Moneyball Nerds Squeeze Out Blacks & Latinos from Baseball Jobs,FAKE,Round Unusual Suspects : Moneyball Nerds Squeeze Blacks & Latinos Baseball Jobs,neutral
Trump VP’s plane slides off runway at New York airport,FAKE,Trump VP ’ plane slides runway New York airport,fear
UK Child Protection Services workers are ‘afraid’ to challenge the ages of Muslim invaders for fear of ending up in court,FAKE,UK Child Protection Services workers ‘ afraid ’ challenge ages Muslim invaders fear ending court,fear
Anti-Communist Group Makes Their First Ever Endorsement Toward The Donald.. Media Silent,FAKE,Anti-Communist Group Makes First Ever Endorsement Toward Donald .. Media Silent,neutral
Lynch faces Congress in attorney general hearing,REAL,Lynch faces Congress attorney general hearing,neutral
The Conspiracy “Theory” Conspiracy [Video Documentary],FAKE,Conspiracy “ Theory ” Conspiracy [ Video Documentary ],neutral
Clinton's Policies Look Like a Death Sentence for Americans,FAKE,Clinton 's Policies Look Like Death Sentence Americans,neutral
State Dept. IDs 2 Americans killed in Nepal quake; 2 others reportedly dead,REAL,State Dept . IDs 2 Americans killed Nepal quake ; 2 others reportedly dead,sadness
Time to press the presidential candidates on Flint’s water crisis,REAL,Time press presidential candidates Flint ’ water crisis,fear
This is why Trump was smart to avoid her: Megyn Kelly just crushed the GOP debate,REAL,Trump smart avoid : Megyn Kelly crushed GOP debate,sadness
"Life: Touching: After Her Brother Passed Away, This Woman Took Over His Facebook Page To Continue Sharing Islamophobic Rhetoric",FAKE,"Life : Touching : Brother Passed Away , Woman Took Facebook Page Continue Sharing Islamophobic Rhetoric",sadness
Clinton Foundation will continue to accept foreign money during Hillary's run,REAL,Clinton Foundation continue accept foreign money Hillary 's run,neutral
"Boy wearing a ‘My dad is an ATM’ T-shirt chased by mob; father frisked, robbed",FAKE,"Boy wearing ‘ dad ATM ’ T-shirt chased mob ; father frisked , robbed",fear
Why Isn’t NSA Surveillance an Election Issue?,FAKE,’ NSA Surveillance Election Issue ?,neutral
"Genius Kid Trolled White House Halloween Party, Idiot Obama Didn’t Notice",FAKE,"Genius Kid Trolled White House Halloween Party , Idiot Obama ’ Notice",disgust
Police Turn In Badges Rather Than Incite Violence Against Standing Rock Protesters,FAKE,Police Turn Badges Rather Incite Violence Standing Rock Protesters,anger
The judge immigration foes wanted,REAL,judge immigration foes wanted,neutral
Madman Merkel Demands the Internet Publicly Release All Closed-Source Code,FAKE,Madman Merkel Demands Internet Publicly Release Closed-Source Code,neutral
Here's How Obamacare Is Going To Affect Your Taxes,REAL,'s Obamacare Going Affect Taxes,neutral
George Will: Trump's judge comments prompted exit from GOP,REAL,George : Trump 's judge comments prompted exit GOP,neutral
"Vote as if your life depended upon it, because it does.",FAKE,"Vote life depended upon , .",neutral
The new argument against gay equality: Same-sex marriage kills,REAL,new argument gay equality : Same-sex marriage kills,anger
Dem convention speeches Day 4: 's Reality Check Team vets the claims,REAL,Dem convention speeches Day 4 : 's Reality Check Team vets claims,neutral
Now Ted Cruz is the enemy: Rupert Murdoch and WSJ open fire in new GOP civil war,REAL,Ted Cruz enemy : Rupert Murdoch WSJ open fire new GOP civil war,anger
"The last days of Washington, D.C.: America can no longer mask its steep decline",REAL,"last days Washington , D.C. : America longer mask steep decline",neutral
16 Times The Obama Administration Lied About The President's Position On Same-Sex Marriage,REAL,16 Times Obama Administration Lied President 's Position Same-Sex Marriage,neutral
Alternative Cancer Treatments With Positive Results and Generic-Drug Probe to Be Filed by Year-End,FAKE,Alternative Cancer Treatments Positive Results Generic-Drug Probe Filed Year-End,neutral
"In Bronx, Sanders voters find more common ground with Trump than Clinton",REAL,"Bronx , Sanders voters find common ground Trump Clinton",neutral
The debate moderators missed the opportunity to ask about a real Democratic divide,REAL,debate moderators missed opportunity ask real Democratic divide,neutral
Four big takeaways from Trump's 'Acela Primary' triumph,REAL,Four big takeaways Trump 's 'Acela Primary ' triumph,joy
Elite conservative moneymen remain on sidelines,REAL,Elite conservative moneymen remain sidelines,neutral
Goldman Sachs Endorses Hillary Clinton For President,FAKE,Goldman Sachs Endorses Hillary Clinton President,neutral
Russia carries out new airstrikes in Syria,REAL,Russia carries new airstrikes Syria,fear
McConnell to Obama: Dems started the SCOTUS wars,REAL,McConnell Obama : Dems started SCOTUS wars,neutral
Pacific Islanders may have DNA of unknown human species,FAKE,Pacific Islanders may DNA unknown human species,neutral
WOW! Coláiste Lurgan Sing In English For A Change And It’s Shit,FAKE,WOW ! Coláiste Lurgan Sing English Change ’ Shit,surprise
"TRUMPED: After Deceiving The American People, The New York Times Vows To Start ‘Reporting Honestly’",FAKE,"TRUMPED : Deceiving American People , New York Times Vows Start ‘ Reporting Honestly ’",neutral
Glenn Reynolds: Donald Trump is the response to a bullying culture,REAL,Glenn Reynolds : Donald Trump response bullying culture,fear
"Donald Trump, a threat the Founding Fathers foresaw: He proves the need for the Electoral College — and is the best case for superdelegates",REAL,"Donald Trump , threat Founding Fathers foresaw : proves need Electoral College — best case superdelegates",fear
Dr. Mercola: The Dangers of LED Lights,FAKE,Dr. Mercola : Dangers LED Lights,sadness
Six Corporations Will Soon Rule the Planet,FAKE,Six Corporations Soon Rule Planet,neutral
FBI Wiretapped Corruption Suspect Discussing Clinton Deals,FAKE,FBI Wiretapped Corruption Suspect Discussing Clinton Deals,fear
Refugees scooped out of Lake Erie,FAKE,Refugees scooped Lake Erie,neutral
Re: America Has Become A Lawless Nation – Hillary Clinton Magically Cleared By The FBI,FAKE,: America Become Lawless Nation – Hillary Clinton Magically Cleared FBI,fear
White House counterterrorism adviser Rand Beers to retire,REAL,White House counterterrorism adviser Rand Beers retire,sadness
Why swing voters are vanishing from US politics,REAL,swing voters vanishing US politics,neutral
Netanyahu: Obama's Iranian Nuclear Deal Worse Than Israel Feared,REAL,Netanyahu : Obama 's Iranian Nuclear Deal Worse Israel Feared,fear
HILLARY PROMISES END TO VIOLENCE THROUGH CIVILIAN DISARMAMENT,FAKE,HILLARY PROMISES END VIOLENCE CIVILIAN DISARMAMENT,neutral
"More Evidence Emerges Proving What a Shameless, Crony Fraud Evan Bayh Is",FAKE,"Evidence Emerges Proving Shameless , Crony Fraud Evan Bayh",fear
"Research Suggests Gun Background Checks Work, But They're Not Everything",REAL,"Research Suggests Gun Background Checks Work , 're Everything",neutral
"60 Civilians Killed, 200 Injured As US-Led Airstrikes Hit a School In Iraq",FAKE,"60 Civilians Killed , 200 Injured US-Led Airstrikes Hit School Iraq",sadness
Re: OUCH! Hillary Clinton’s self-unaware lecture about religious freedom given important disclaimers,FAKE,: OUCH ! Hillary Clinton ’ self-unaware lecture religious freedom given important disclaimers,surprise
Ruth Bader Ginsburg Has Perfect Response When Asked About Women On The Supreme Court,REAL,Ruth Bader Ginsburg Perfect Response Asked Women Supreme Court,neutral
Rick Rule,FAKE,Rick Rule,neutral
"Clinton, Sanders Eclipse Challengers in 1st Debate",REAL,"Clinton , Sanders Eclipse Challengers 1st Debate",neutral
The most important line in Obama's new National Security Strategy,REAL,important line Obama 's new National Security Strategy,neutral
Support for marriage equality in Ireland was strikingly broad,REAL,Support marriage equality Ireland strikingly broad,neutral
Ted Cruz isn't liked in Congress. What could that mean if he's president? (+video),REAL,Ted Cruz n't liked Congress . could mean 's president ? ( +video ),sadness
Healthcare system bleeds us dry by design,FAKE,Healthcare system bleeds us dry design,disgust
Republicans Warn Iran Against Nuclear Deal With Obama,REAL,Republicans Warn Iran Nuclear Deal Obama,fear
Bret Baier: FBI Indictment ALMOST certain in Hillary case,FAKE,Bret Baier : FBI Indictment ALMOST certain Hillary case,neutral
